_,Register,"Dictionary Version at introduction","Node or
Leaf",Level,"SMPTE Designator
(first 8 octets)",,,,,,,Version,"SMPTE Item Designator
(last 8 octets following Metadata Dictionary Universal Label) ",,,,,,,,,,,"Formatted as UL",,,,,,"Data Element Name","Data Element Definition",Type,,,,,,"Value Length","Value Range",,,"Defining Document",Notes
,Metadata,7,Leaf,7,06,0E,2B,34,01,01,01,7,3,1,2,20,2,1,1,0,,,,06.0E.2B.34.01.01.01.07.03.01.02.20.02.01.01.00,,,,,,"MPEG-7 BiM Decoder Init Frame (Stream 1)","Stream 1 MPEG-7 BiM Decoder Init frames",Bytestream,,,,,,Variable,,,,"ISO15938-1  section 7",
,Metadata,7,Leaf,7,06,0E,2B,34,01,01,01,7,3,1,2,20,2,1,2,0,,,,06.0E.2B.34.01.01.01.07.03.01.02.20.02.01.02.00,,,,,,"MPEG-7 BiM Decoder Init Frame (Stream 2)","Stream 2 MPEG-7 BiM Decoder Init frames",Bytestream,,,,,,Variable,,,,"ISO15938-1  section 7",
,Metadata,7,Leaf,7,06,0E,2B,34,01,01,01,7,3,1,2,20,2,1,3,0,,,,06.0E.2B.34.01.01.01.07.03.01.02.20.02.01.03.00,,,,,,"MPEG-7 BiM Decoder Init Frame (Stream 3)","Stream 3 MPEG-7 BiM Decoder Init frames",Bytestream,,,,,,Variable,,,,"ISO15938-1  section 7",
,Metadata,7,Leaf,7,06,0E,2B,34,01,01,01,7,3,1,2,20,2,1,4,0,,,,06.0E.2B.34.01.01.01.07.03.01.02.20.02.01.04.00,,,,,,"MPEG-7 BiM Decoder Init Frame (Stream 4)","Stream 4 MPEG-7 BiM Decoder Init frames",Bytestream,,,,,,Variable,,,,"ISO15938-1  section 7",
,Metadata,7,Leaf,7,06,0E,2B,34,01,01,01,7,3,1,2,20,2,1,5,0,,,,06.0E.2B.34.01.01.01.07.03.01.02.20.02.01.05.00,,,,,,"MPEG-7 BiM Decoder Init Frame (Stream 5)","Stream 5 MPEG-7 BiM Decoder Init frames",Bytestream,,,,,,Variable,,,,"ISO15938-1  section 7",
,Metadata,7,Leaf,7,06,0E,2B,34,01,01,01,7,3,1,2,20,2,1,6,0,,,,06.0E.2B.34.01.01.01.07.03.01.02.20.02.01.06.00,,,,,,"MPEG-7 BiM Decoder Init Frame (Stream 6)","Stream 6 MPEG-7 BiM Decoder Init frames",Bytestream,,,,,,Variable,,,,"ISO15938-1  section 7",
,Metadata,7,Leaf,7,06,0E,2B,34,01,01,01,7,3,1,2,20,2,1,7,0,,,,06.0E.2B.34.01.01.01.07.03.01.02.20.02.01.07.00,,,,,,"MPEG-7 BiM Decoder Init Frame (Stream 7)","Stream 7 MPEG-7 BiM Decoder Init frames",Bytestream,,,,,,Variable,,,,"ISO15938-1  section 7",
,Metadata,7,Leaf,7,06,0E,2B,34,01,01,01,7,3,1,2,20,2,1,8,0,,,,06.0E.2B.34.01.01.01.07.03.01.02.20.02.01.08.00,,,,,,"MPEG-7 BiM Decoder Init Frame (Stream 8)","Stream 8 MPEG-7 BiM Decoder Init frames",Bytestream,,,,,,Variable,,,,"ISO15938-1  section 7",
,Metadata,7,Node,6,06,0E,2B,34,01,01,01,7,3,1,2,20,2,2,0,0,,,,06.0E.2B.34.01.01.01.07.03.01.02.20.02.02.00.00,,,,,,"MPEG-7 BiM Access Unit frames","Simultaneously streamed MPEG-7 BiM Access Unit frames",,,,,,,,,,,,
,Metadata,7,Leaf,7,06,0E,2B,34,01,01,01,7,3,1,2,20,2,2,1,0,,,,06.0E.2B.34.01.01.01.07.03.01.02.20.02.02.01.00,,,,,,"MPEG-7 BiM Access Unit Frame (Stream 1)","Stream 1 MPEG-7 BiM Access Unit frames",Bytestream,,,,,,Variable,,,,"ISO15938-1  section 7",
,Metadata,7,Leaf,7,06,0E,2B,34,01,01,01,7,3,1,2,20,2,2,2,0,,,,06.0E.2B.34.01.01.01.07.03.01.02.20.02.02.02.00,,,,,,"MPEG-7 BiM Access Unit Frame (Stream 2)","Stream 2 MPEG-7 BiM Access Unit frames",Bytestream,,,,,,Variable,,,,"ISO15938-1  section 7",
,Metadata,7,Leaf,7,06,0E,2B,34,01,01,01,7,3,1,2,20,2,2,3,0,,,,06.0E.2B.34.01.01.01.07.03.01.02.20.02.02.03.00,,,,,,"MPEG-7 BiM Access Unit Frame (Stream 3)","Stream 3 MPEG-7 BiM Access Unit frames",Bytestream,,,,,,Variable,,,,"ISO15938-1  section 7",
,Metadata,7,Leaf,7,06,0E,2B,34,01,01,01,7,3,1,2,20,2,2,4,0,,,,06.0E.2B.34.01.01.01.07.03.01.02.20.02.02.04.00,,,,,,"MPEG-7 BiM Access Unit Frame (Stream 4)","Stream 4 MPEG-7 BiM Access Unit frames",Bytestream,,,,,,Variable,,,,"ISO15938-1  section 7",
,Metadata,7,Leaf,7,06,0E,2B,34,01,01,01,7,3,1,2,20,2,2,5,0,,,,06.0E.2B.34.01.01.01.07.03.01.02.20.02.02.05.00,,,,,,"MPEG-7 BiM Access Unit Frame (Stream 5)","Stream 5 MPEG-7 BiM Access Unit frames",Bytestream,,,,,,Variable,,,,"ISO15938-1  section 7",
,Metadata,7,Leaf,7,06,0E,2B,34,01,01,01,7,3,1,2,20,2,2,6,0,,,,06.0E.2B.34.01.01.01.07.03.01.02.20.02.02.06.00,,,,,,"MPEG-7 BiM Access Unit Frame (Stream 6)","Stream 6 MPEG-7 BiM Access Unit frames",Bytestream,,,,,,Variable,,,,"ISO15938-1  section 7",
,Metadata,7,Leaf,7,06,0E,2B,34,01,01,01,7,3,1,2,20,2,2,7,0,,,,06.0E.2B.34.01.01.01.07.03.01.02.20.02.02.07.00,,,,,,"MPEG-7 BiM Access Unit Frame (Stream 7)","Stream 7 MPEG-7 BiM Access Unit frames",Bytestream,,,,,,Variable,,,,"ISO15938-1  section 7",
,Metadata,7,Leaf,7,06,0E,2B,34,01,01,01,7,3,1,2,20,2,2,8,0,,,,06.0E.2B.34.01.01.01.07.03.01.02.20.02.02.08.00,,,,,,"MPEG-7 BiM Access Unit Frame (Stream 8)","Stream 8 MPEG-7 BiM Access Unit frames",Bytestream,,,,,,Variable,,,,"ISO15938-1  section 7",
,Metadata,1,Node,3,06,0E,2B,34,01,01,01,1,03,01,03,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.03.01.03.00.00.00.00.00,,,,,,"Fundamental Dimensions","Information about the four basic indefinables of natural philosophy",,,,,,,,,,,,
,Metadata,1,Node,4,06,0E,2B,34,01,01,01,1,03,01,03,01,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.03.01.03.01.00.00.00.00,,,,,,Length,"Descriptive information about length  (Default is Metric system, metres)",,,,,,,,,,,,
,Metadata,1,Leaf,5,06,0E,2B,34,01,01,01,1,03,01,03,01,01,00,00,00,,,,06.0E.2B.34.01.01.01.01.03.01.03.01.01.00.00.00,,,,,,"Length System","Metric, Imperial etc","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"4 chars max",,,,,
,Metadata,1,Leaf,5,06,0E,2B,34,01,01,01,1,03,01,03,01,02,00,00,00,,,,06.0E.2B.34.01.01.01.01.03.01.03.01.02.00.00.00,,,,,,"Length Units","Units of measurements of length and distance (feet, metres etc)","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"4 chars max",,,,,
,Metadata,1,Node,4,06,0E,2B,34,01,01,01,1,03,01,03,02,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.03.01.03.02.00.00.00.00,,,,,,Angles,"Descriptive information about Angles (Default is Degrees)",,,,,,,,,,,,
,Metadata,1,Leaf,5,06,0E,2B,34,01,01,01,1,03,01,03,02,01,00,00,00,,,,06.0E.2B.34.01.01.01.01.03.01.03.02.01.00.00.00,,,,,,"Angular Unit","Degrees, Radians, Grads etc","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"4 chars max",,,,,
,Metadata,1,Node,4,06,0E,2B,34,01,01,01,1,03,01,03,03,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.03.01.03.03.00.00.00.00,,,,,,Time,"Descriptive information about Time (Default is UTC system).",,,,,,,,,,,,
,Metadata,1,Leaf,5,06,0E,2B,34,01,01,01,1,03,01,03,03,01,00,00,00,,,,06.0E.2B.34.01.01.01.01.03.01.03.03.01.00.00.00,,,,,,"Time system offset ","Time offset from UTC (Signed hours and minutes, colon delineated) (Default is undefined).   Positive is East of UMT; negative is West of UMT","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"6 chars max",+13hours/-12hours,,,,
,Metadata,1,Leaf,5,06,0E,2B,34,01,01,01,1,03,01,03,03,02,00,00,00,,,,06.0E.2B.34.01.01.01.01.03.01.03.03.02.00.00.00,,,,,,"Time Units","Frames, seconds, minutes etc.  (Default is seconds).","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"4 chars max",,,,,
,Metadata,3,Leaf,5,06,0E,2B,34,01,01,01,3,3,1,3,3,3,0,00,00,,,,06.0E.2B.34.01.01.01.03.03.01.03.03.03.00.00.00,,,,,,"Timing Bias Correction","Correction in seconds to be applied to timing metadata or essence time","Floating Point",,,,,,"4 bytes",,,,,"Positive seconds to be added to the applicable time; negative seconds to be subtracted from the applicable time"
,Metadata,3,Leaf,5,06,0E,2B,34,01,01,01,3,3,1,3,3,4,0,00,00,,,,06.0E.2B.34.01.01.01.03.03.01.03.03.04.00.00.00,,,,,,"Description of Timing Bias Correction","Description of the timing bias computation, reason, etc.","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"40 bytes max",,,,,
,Metadata,1,Node,4,06,0E,2B,34,01,01,01,1,03,01,03,04,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.03.01.03.04.00.00.00.00,,,,,,Mass,"Descriptive information about Mass (Default is Metric system, Kilogramme)",,,,,,,,,,,,
,Metadata,1,Node,4,06,0E,2B,34,01,01,01,1,03,01,03,05,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.03.01.03.05.00.00.00.00,,,,,,Energy,"Descriptive information about Energy (Default is Joule)",,,,,,,,,,,,
,Metadata,1,Node,2,06,0E,2B,34,01,01,01,1,03,02,00,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.03.02.00.00.00.00.00.00,,,,,,"Descriptive - Human Assigned","Descriptors (Human Assigned) relating to analysis of the content",,,,,,,,,,,,
,Metadata,1,Node,3,06,0E,2B,34,01,01,01,1,03,02,01,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.03.02.01.00.00.00.00.00,,,,,,Categorisation,"Analytical categorisation of the content",,,,,,,,,,,,
,Metadata,1,Node,4,06,0E,2B,34,01,01,01,1,03,02,01,01,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.03.02.01.01.00.00.00.00,,,,,,"Content Classification","Content classification",,,,,,,,,,,,
,Metadata,1,Leaf,5,06,0E,2B,34,01,01,01,1,03,02,01,01,01,00,00,00,,,,06.0E.2B.34.01.01.01.01.03.02.01.01.01.00.00.00,,,,,,"Content Coding System","The system of coding for programme classification eg Escort 2.4","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"31 bytes max",,,,,
,Metadata,1,Leaf,5,06,0E,2B,34,01,01,01,1,03,02,01,01,02,00,00,00,,,,06.0E.2B.34.01.01.01.01.03.02.01.01.02.00.00.00,,,,,,"Programme Type","Type of programme (e.g., cartoon, film, ...)","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 bytes max",,,,,
,Metadata,1,Leaf,5,06,0E,2B,34,01,01,01,1,03,02,01,01,03,00,00,00,,,,06.0E.2B.34.01.01.01.01.03.02.01.01.03.00.00.00,,,,,,Genre,"Programme genre (e.g., entertainment, current affairs magasine, Italo Western, ...)","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 bytes max",,,,,
,Metadata,3,Leaf,6,06,0E,2B,34,01,01,01,3,3,2,1,1,3,1,0,0,,,,06.0E.2B.34.01.01.01.03.03.02.01.01.03.01.00.00,,,,,,Genre,"Programme genre (e.g., entertainment, current affairs magasine, Italo Western, ...)","16 bit Unicode String",,,,,,"64 bytes max",,,,,
,Metadata,1,Leaf,5,06,0E,2B,34,01,01,01,1,03,02,01,01,04,00,00,00,,,,06.0E.2B.34.01.01.01.01.03.02.01.01.04.00.00.00,,,,,,"Target Audience","Target audience (e.g., children, 17 to 32, elderly, ...)","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 bytes max",,,,,
,Metadata,3,Leaf,6,06,0E,2B,34,01,01,01,3,3,2,1,1,4,1,0,0,,,,06.0E.2B.34.01.01.01.03.03.02.01.01.04.01.00.00,,,,,,"Target Audience","Target audience (e.g., children, 17 to 32, elderly, ...)","16 bit Unicode String",,,,,,Variable,,,,,
,Metadata,3,Leaf,5,06,0E,2B,34,01,01,01,3,3,2,1,1,10,0,0,0,,,,06.0E.2B.34.01.01.01.03.03.02.01.01.10.00.00.00,,,,,,"Programme material classification Code","The resulting delineated classification code from the classification system","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"16 bytes max",,,,,
,Metadata,1,Node,4,06,0E,2B,34,01,01,01,1,03,02,01,02,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.03.02.01.02.00.00.00.00,,,,,,"Cataloguing and Indexing","Archival analysis of the essence metadata ",,,,,,,,,,,,
,Metadata,1,Leaf,5,06,0E,2B,34,01,01,01,1,03,02,01,02,01,00,00,00,,,,06.0E.2B.34.01.01.01.01.03.02.01.02.01.00.00.00,,,,,,"Status of Catalogue Data ","The current status of the catalogue as a freeform text string","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"127 bytes max",,,,,
,Metadata,1,Leaf,5,06,0E,2B,34,01,01,01,1,03,02,01,02,02,00,00,00,,,,06.0E.2B.34.01.01.01.01.03.02.01.02.02.00.00.00,,,,,,"Thesaurus Name","The name of a specialized vocabulary of selected words or concepts for a particular field, e.g. a particular cataloguing, indexing or thesaurus system","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 bytes max",,,,,
,Metadata,4,Leaf,6,06,0E,2B,34,01,01,01,4,3,2,1,2,2,1,0,0,,,,06.0E.2B.34.01.01.01.04.03.02.01.02.02.01.00.00,,,,,,"Thesaurus Name","The name of a specialized vocabulary of selected words or concepts for a particular field, e.g. a particular cataloguing, indexing or thesaurus system","16 bit Unicode String",,,,,,Variable,,,,,
,Metadata,1,Leaf,5,06,0E,2B,34,01,01,01,1,03,02,01,02,03,00,00,00,,,,06.0E.2B.34.01.01.01.01.03.02.01.02.03.00.00.00,,,,,,Theme,"The category of the Theme of the content","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 bytes max",,,,,
,Metadata,3,Leaf,6,06,0E,2B,34,01,01,01,3,3,2,1,2,3,1,0,0,,,,06.0E.2B.34.01.01.01.03.03.02.01.02.03.01.00.00,,,,,,Theme,"The category of the Theme of the content","16 bit Unicode String",,,,,,Variable,,,,,
,Metadata,1,Leaf,5,06,0E,2B,34,01,01,01,1,03,02,01,02,04,00,00,00,,,,06.0E.2B.34.01.01.01.01.03.02.01.02.04.00.00.00,,,,,,"Content Classification","The value of the content classification as a (possibly subdivided) alphanumeric string","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"127 bytes max",,,,,
,Metadata,3,Leaf,6,06,0E,2B,34,01,01,01,3,3,2,1,2,4,1,0,0,,,,06.0E.2B.34.01.01.01.03.03.02.01.02.04.01.00.00,,,,,,Subject,"The Subject being indexed expressed as a Name.","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 bytes max",,,,,
,Metadata,3,Leaf,6,06,0E,2B,34,01,01,01,3,3,2,1,2,4,2,0,0,,,,06.0E.2B.34.01.01.01.03.03.02.01.02.04.02.00.00,,,,,,Subject,"The Subject being indexed expressed as a Name.","16 bit Unicode String",,,,,,"64 bytes max",,,,,
,Metadata,1,Leaf,5,06,0E,2B,34,01,01,01,1,03,02,01,02,05,00,00,00,,,,06.0E.2B.34.01.01.01.01.03.02.01.02.05.00.00.00,,,,,,"Key Words","Words or phrases summarizing an aspect of the data set.","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"127 bytes max",,,,,
,Metadata,3,Leaf,6,06,0E,2B,34,01,01,01,3,3,2,1,2,5,1,0,0,,,,06.0E.2B.34.01.01.01.03.03.02.01.02.05.01.00.00,,,,,,"Key Words","Words or phrases summarizing an aspect of the data set.","16 bit Unicode String",,,,,,Variable,,,,,
,Metadata,1,Leaf,5,06,0E,2B,34,01,01,01,1,03,02,01,02,06,00,00,00,,,,06.0E.2B.34.01.01.01.01.03.02.01.02.06.00.00.00,,,,,,"Key Frames","Freeform textual reference to a key frame of video in the data set","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"127 bytes max",,,,,
,Metadata,1,Leaf,5,06,0E,2B,34,01,01,01,1,03,02,01,02,07,00,00,00,,,,06.0E.2B.34.01.01.01.01.03.02.01.02.07.00.00.00,,,,,,"Key Sounds","Freeform textual reference to a key sound in the data set","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"127 bytes max",,,,,
,Metadata,1,Leaf,5,06,0E,2B,34,01,01,01,1,03,02,01,02,08,00,00,00,,,,06.0E.2B.34.01.01.01.01.03.02.01.02.08.00.00.00,,,,,,"Key data ","Freeform textual reference to a key piece of data or program in the data set","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"127 bytes max",,,,,
,Metadata,2,Leaf,5,06,0E,2B,34,01,01,01,2,03,02,01,02,09,00,00,00,,,,06.0E.2B.34.01.01.01.02.03.02.01.02.09.00.00.00,,,,,,"Assigned category name","Freeform textual name assigned by the user to a category - as in, for example, a column header","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"127 bytes max",,,,,
,Metadata,2,Leaf,6,06,0E,2B,34,01,01,01,2,03,02,01,02,09,01,00,00,,,,06.0E.2B.34.01.01.01.02.03.02.01.02.09.01.00.00,,,,,,"Assigned category name","Freeform textual name assigned by the user to a category - as in, for example, a column header","16 bit Unicode String",,,,,,Variable,,,,,
,Metadata,2,Leaf,5,06,0E,2B,34,01,01,01,2,03,02,01,02,0A,00,00,00,,,,06.0E.2B.34.01.01.01.02.03.02.01.02.0A.00.00.00,,,,,,"Assigned category value","Freeform textual value for an assigned category","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"127 bytes max",,,,,
,Metadata,2,Leaf,6,06,0E,2B,34,01,01,01,2,03,02,01,02,0A,01,00,00,,,,06.0E.2B.34.01.01.01.02.03.02.01.02.0A.01.00.00,,,,,,"Assigned category value","Freeform textual value for an assigned category","16 bit Unicode String",,,,,,Variable,,,,,
,Metadata,2,Leaf,5,06,0E,2B,34,01,01,01,2,03,02,01,02,0B,00,00,00,,,,06.0E.2B.34.01.01.01.02.03.02.01.02.0B.00.00.00,,,,,,"Shot list","Freeform textual listing of shots, for example indexed against time or frame count","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,Variable,,,,,
,Metadata,2,Leaf,5,06,0E,2B,34,01,01,01,2,03,02,01,02,0C,00,00,00,,,,06.0E.2B.34.01.01.01.02.03.02.01.02.0C.00.00.00,,,,,,"Package categorized comments","Specifies a vector of references to categorized package comments",StrongReferenceArray,,,,,,Variable,,,,,
,Metadata,2,Leaf,5,06,0E,2B,34,01,01,01,2,03,02,01,02,0D,00,00,00,,,,06.0E.2B.34.01.01.01.02.03.02.01.02.0D.00.00.00,,,,,,"In-cue words","The actual words on the sound track or a textual reference to music etc. at the in-cue point","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"127 bytes max",,,,,
,Metadata,4,Leaf,6,06,0E,2B,34,01,01,01,4,3,2,1,2,0D,1,0,0,,,,06.0E.2B.34.01.01.01.04.03.02.01.02.0D.01.00.00,,,,,,"In-cue words","The actual words on the sound track or a textual reference to music etc. at the in-cue point","16 bit Unicode String",,,,,,Variable,,,,,
,Metadata,2,Leaf,5,06,0E,2B,34,01,01,01,2,03,02,01,02,0E,00,00,00,,,,06.0E.2B.34.01.01.01.02.03.02.01.02.0E.00.00.00,,,,,,"Out-cue words","The words on the sound track or a textual reference to music etc. at the out-cue point","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"127 bytes max",,,,,
,Metadata,4,Leaf,6,06,0E,2B,34,01,01,01,4,3,2,1,2,0E,1,0,0,,,,06.0E.2B.34.01.01.01.04.03.02.01.02.0E.01.00.00,,,,,,"Out-cue words","The words on the sound track or a textual reference to music etc. at the out-cue point","16 bit Unicode String",,,,,,Variable,,,,,
,Metadata,3,Leaf,5,06,0E,2B,34,01,01,01,3,3,2,1,2,0F,0,0,0,,,,06.0E.2B.34.01.01.01.03.03.02.01.02.0F.00.00.00,,,,,,"Number of Key Frame Samples","The number of key frame samples in the subject digital video file",Integer,,,,,,"4 bytes",,,,,
,Metadata,4,Leaf,5,06,0E,2B,34,01,01,01,4,3,2,1,2,10,0,0,0,,,,06.0E.2B.34.01.01.01.04.03.02.01.02.10.00.00.00,,,,,,"Keypoint Kind","The Kind of keypoint - e.g. shot category, keyword, key picture, key sound etc","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 bytes max",,,,,
,Metadata,4,Leaf,6,06,0E,2B,34,01,01,01,4,3,2,1,2,10,1,0,0,,,,06.0E.2B.34.01.01.01.04.03.02.01.02.10.01.00.00,,,,,,"Keypoint Kind","The Kind of keypoint - e.g. shot category, keyword, key picture, key sound etc","16 bit Unicode String",,,,,,Variable,,,,,
,Metadata,4,Leaf,5,06,0E,2B,34,01,01,01,4,3,2,1,2,11,0,0,0,,,,06.0E.2B.34.01.01.01.04.03.02.01.02.11.00.00.00,,,,,,"Keypoint Value","The Value of the keypoint - i.e. the kind of framing, lens effect etc or the actual keyword, key texture, key timbre etc.","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 bytes max",,,,,
,Metadata,4,Leaf,6,06,0E,2B,34,01,01,01,4,3,2,1,2,11,1,0,0,,,,06.0E.2B.34.01.01.01.04.03.02.01.02.11.01.00.00,,,,,,"Keypoint Value","The Value of the keypoint - i.e. the kind of framing, lens effect etc or the actual keyword, key texture, key timbre etc.","16 bit Unicode String",,,,,,Variable,,,,,
,Metadata,5,Leaf,5,06,0E,2B,34,01,01,01,5,3,2,1,2,15,0,0,0,,,,06.0E.2B.34.01.01.01.05.03.02.01.02.15.00.00.00,,,,,,"Framework Thesaurus Name","The name of the default specialized vocabulary of selected words or concepts for a particular field used in a framework, e.g. a particular cataloguing, indexing or thesaurus system","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 bytes max",,,,,
,Metadata,5,Leaf,6,06,0E,2B,34,01,01,01,5,3,2,1,2,15,1,0,0,,,,06.0E.2B.34.01.01.01.05.03.02.01.02.15.01.00.00,,,,,,"Framework Thesaurus Name","The name of the default specialized vocabulary of selected words or concepts for a particular field used in a framework, e.g. a particular cataloguing, indexing or thesaurus system","UTF-16 char string",,,,,,Variable,,,,,
,Metadata,7,Leaf,5,06,0E,2B,34,01,01,01,7,03,02,01,02,16,00,00,00,,,,06.0E.2B.34.01.01.01.07.03.02.01.02.16.00.00.00,,,,,,"Component User Comments","Specifies a vector of references to comments on a Component",StrongReferenceArray,,,,,,Variable,,,,,
,Metadata,1,Node,4,06,0E,2B,34,01,01,01,1,03,02,01,06,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.03.02.01.06.00.00.00.00,,,,,,"Textual Description","A textual characterization of the data set.",,,,,,,,,,,,
,Metadata,1,Leaf,5,06,0E,2B,34,01,01,01,1,03,02,01,06,01,00,00,00,,,,06.0E.2B.34.01.01.01.01.03.02.01.06.01.00.00.00,,,,,,Abstract,"A brief narrative summary of the data set.","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"1024 bytes max",,,,,
,Metadata,3,Leaf,6,06,0E,2B,34,01,01,01,3,3,2,1,6,1,1,0,0,,,,06.0E.2B.34.01.01.01.03.03.02.01.06.01.01.00.00,,,,,,Abstract,"A brief narrative summary of the data set.","16 bit Unicode String",,,,,,Variable,,,,,
,Metadata,1,Leaf,5,06,0E,2B,34,01,01,01,1,03,02,01,06,02,00,00,00,,,,06.0E.2B.34.01.01.01.01.03.02.01.06.02.00.00.00,,,,,,Purpose,"A summary of the intentions with which the data set was developed.","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"127 bytes max",,,,,
,Metadata,3,Leaf,6,06,0E,2B,34,01,01,01,3,3,2,1,6,2,1,0,0,,,,06.0E.2B.34.01.01.01.03.03.02.01.06.02.01.00.00,,,,,,Purpose,"A summary of the intentions with which the data set was developed.","16 bit Unicode String",,,,,,Variable,,,,,
,Metadata,1,Leaf,5,06,0E,2B,34,01,01,01,1,03,02,01,06,03,00,00,00,,,,06.0E.2B.34.01.01.01.01.03.02.01.06.03.00.00.00,,,,,,Description,"A freeform textual descrition","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,Variable,,,,,
,Metadata,3,Leaf,6,06,0E,2B,34,01,01,01,3,3,2,1,6,3,1,0,0,,,,06.0E.2B.34.01.01.01.03.03.02.01.06.03.01.00.00,,,,,,Description,"A freeform textual descrition","16 bit Unicode String",,,,,,Variable,,,,,
,Metadata,1,Leaf,5,06,0E,2B,34,01,01,01,1,03,02,01,06,04,00,00,00,,,,06.0E.2B.34.01.01.01.01.03.02.01.06.04.00.00.00,,,,,,"Colour descriptor","eg. Black and white, tinted etc","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 bytes max",,,,,
,Metadata,3,Leaf,6,06,0E,2B,34,01,01,01,3,3,2,1,6,4,1,0,0,,,,06.0E.2B.34.01.01.01.03.03.02.01.06.04.01.00.00,,,,,,"Colour descriptor","eg. Black and white, tinted etc","16 bit Unicode String",,,,,,Variable,,,,,
,Metadata,1,Leaf,5,06,0E,2B,34,01,01,01,1,03,02,01,06,05,00,00,00,,,,06.0E.2B.34.01.01.01.01.03.02.01.06.05.00.00.00,,,,,,"Format descriptor","eg. Letterbox, Pillarbox etc","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 bytes max",,,,,
,Metadata,3,Leaf,6,06,0E,2B,34,01,01,01,3,3,2,1,6,5,1,0,0,,,,06.0E.2B.34.01.01.01.03.03.02.01.06.05.01.00.00,,,,,,"Format descriptor","eg. Letterbox, Pillarbox etc","16 bit Unicode String",,,,,,Variable,,,,,
,Metadata,3,Leaf,5,06,0E,2B,34,01,01,01,3,3,2,1,6,6,0,0,0,,,,06.0E.2B.34.01.01.01.03.03.02.01.06.06.00.00.00,,,,,,"Intent descriptor","A freeform textual descrition written before production implementation etc. started - e.g. at the scripting stage.","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,Variable,,,,,
,Metadata,3,Leaf,6,06,0E,2B,34,01,01,01,3,3,2,1,6,6,1,0,0,,,,06.0E.2B.34.01.01.01.03.03.02.01.06.06.01.00.00,,,,,,"Intent descriptor","A freeform textual descrition written before production implementation etc. started - e.g. at the scripting stage.","16 bit Unicode String",,,,,,Variable,,,,,
,Metadata,3,Leaf,5,06,0E,2B,34,01,01,01,3,3,2,1,6,7,0,0,0,,,,06.0E.2B.34.01.01.01.03.03.02.01.06.07.00.00.00,,,,,,"Textual description kind","A summary of the use for which the description was made - e.g. billings, the production companies original description, a full production description etc)","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,Variable,,,,,
