_,Register,"Dictionary Version at introduction","Node or
Leaf",Level,"SMPTE Designator
(first 8 octets)",,,,,,,Version,"SMPTE Item Designator
(last 8 octets following Metadata Dictionary Universal Label) ",,,,,,,,,,,"Formatted as UL",,,,,,"Data Element Name","Data Element Definition",Type,,,,,,"Value Length","Value Range",,,"Defining Document",Notes
,Metadata,2,Leaf,5,06,0E,2B,34,01,01,01,2,06,01,01,07,12,00,00,00,,,,06.0E.2B.34.01.01.01.02.06.01.01.07.12.00.00.00,,,,,,"Renamed Type","Specifies a reference to the underlying type of a renamed type",WeakReference,,,,,,"16 bytes",,,,,
,Metadata,2,Leaf,5,06,0E,2B,34,01,01,01,2,06,01,01,07,13,00,00,00,,,,06.0E.2B.34.01.01.01.02.06.01.01.07.13.00.00.00,,,,,,"Dictionary Identifier","Specifies a SMPTE label or AUID that identifies a dictionary definition",AUID,,,,,,"16 bytes",,,,,
,Metadata,2,Leaf,5,06,0E,2B,34,01,01,01,2,06,01,01,07,14,00,00,00,,,,06.0E.2B.34.01.01.01.02.06.01.01.07.14.00.00.00,,,,,,"Dictionary Description","Specifies a readable description of a dictionary definition","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"127 bytes max",,,,,
,Metadata,2,Leaf,6,06,0E,2B,34,01,01,01,2,06,01,01,07,14,01,00,00,,,,06.0E.2B.34.01.01.01.02.06.01.01.07.14.01.00.00,,,,,,"Dictionary Description","Specifies a readable description of a dictionary definition","16 bit Unicode String",,,,,,Variable,,,,,
,Metadata,5,Leaf,5,06,0E,2B,34,01,01,01,5,06,01,01,07,15,00,00,00,,,,06.0E.2B.34.01.01.01.05.06.01.01.07.15.00.00.00,,,,,,"Local Tag entries","Specifies an unordered batch of local tag/UID pairs used to map UIDs to the local tags of a local set.",LocalTagEntryBatch,,,,,,Variable,,,,"Type as defined in SMPTE 377M",
,Metadata,10,Leaf,5,06,0E,2B,34,01,01,01,0A,06,01,01,07,16,00,00,00,,,,06.0E.2B.34.01.01.01.0A.06.01.01.07.16.00.00.00,,,,,,"Root Meta Dictionary","Specifies a reference to a collection of class, type and property definitions",StrongReference,,,,,,"16 bytes",,,,,
,Metadata,10,Leaf,5,06,0E,2B,34,01,01,01,0A,06,01,01,07,17,00,00,00,,,,06.0E.2B.34.01.01.01.0A.06.01.01.07.17.00.00.00,,,,,,"Root Preface","Specifies a reference to the Preface object",StrongReference,,,,,,"16 bytes",,,,,
,Metadata,10,Leaf,5,06,0E,2B,34,01,01,01,0A,06,01,01,07,18,0,00,00,,,,06.0E.2B.34.01.01.01.0A.06.01.01.07.18.00.00.00,,,,,,"Root Object Directory","Specifies a reference to a directory of Object locations","Array of bytes",,,,,,"24 bytes",,,,,
,Metadata,10,Leaf,5,06,0E,2B,34,01,01,01,0A,06,01,01,07,19,00,00,00,,,,06.0E.2B.34.01.01.01.0A.06.01.01.07.19.00.00.00,,,,,,"Root Format Version","Specifies the underlying reference structure of the Root Object",UInt32,,,,,,"4 bytes",,,,,
,Metadata,1,Node,2,06,0E,2B,34,01,01,01,1,06,02,00,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.06.02.00.00.00.00.00.00,,,,,,"Related production material","Related production material",,,,,,,,,,,,
,Metadata,1,Leaf,3,06,0E,2B,34,01,01,01,1,06,02,01,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.06.02.01.00.00.00.00.00,,,,,,"Reference to programme support material","eg printed educational material","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"127 bytes max",,,,,
,Metadata,1,Leaf,3,06,0E,2B,34,01,01,01,1,06,02,02,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.06.02.02.00.00.00.00.00,,,,,,"Reference to programme advertising material","eg printed advertising material","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"127 bytes max",,,,,
,Metadata,1,Leaf,3,06,0E,2B,34,01,01,01,1,06,02,03,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.06.02.03.00.00.00.00.00,,,,,,"Reference to programme commercial material","eg. Mugs, T-shirts, recordings","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"127 bytes max",,,,,
,Metadata,3,Node,2,06,0E,2B,34,01,01,01,3,6,3,0,0,0,0,0,0,,,,06.0E.2B.34.01.01.01.03.06.03.00.00.00.00.00.00,,,,,,"Related production content","Related content from the Production",,,,,,,,,,,,
,Metadata,3,Node,3,06,0E,2B,34,01,01,01,3,6,3,5,0,0,0,0,0,,,,06.0E.2B.34.01.01.01.03.06.03.05.00.00.00.00.00,,,,,,"Related Textual content","Related contetn of a textual nature - e.g.scripts and transcripts.",,,,,,,,,,,,
,Metadata,3,Leaf,4,06,0E,2B,34,01,01,01,3,6,3,5,1,0,0,0,0,,,,06.0E.2B.34.01.01.01.03.06.03.05.01.00.00.00.00,,,,,,"Reference to a production script","A descriptive reference to the production script used in making the production","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,Variable,,,,,
,Metadata,3,Leaf,5,06,0E,2B,34,01,01,01,3,6,3,5,1,1,0,0,0,,,,06.0E.2B.34.01.01.01.03.06.03.05.01.01.00.00.00,,,,,,"Reference to a production script","A descriptive reference to the production script used in making the production","16 bit Unicode",,,,,,Variable,,,,,
,Metadata,3,Leaf,4,06,0E,2B,34,01,01,01,3,6,3,5,2,0,0,0,0,,,,06.0E.2B.34.01.01.01.03.06.03.05.02.00.00.00.00,,,,,,"Reference to a transcript","A descriptive reference to a transcript of speech in the production","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,Variable,,,,,
,Metadata,3,Leaf,5,06,0E,2B,34,01,01,01,3,6,3,5,2,1,0,0,0,,,,06.0E.2B.34.01.01.01.03.06.03.05.02.01.00.00.00,,,,,,"Reference to a transcript","A descriptive reference to a transcript of speech in the production","16 bit Unicode",,,,,,Variable,,,,,
,Metadata,1,Node,2,06,0E,2B,34,01,01,01,1,06,08,00,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.06.08.00.00.00.00.00.00,,,,,,"Stream and Storage Relationships","Relationships between data in streams and persistent storage",,,,,,,,,,,,
,Metadata,1,Node,3,06,0E,2B,34,01,01,01,1,06,08,01,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.06.08.01.00.00.00.00.00,,,,,,"Stream Relationships","Relationships between data in streams",,,,,,,,,,,,
,Metadata,2,Node,4,06,0E,2B,34,01,01,01,2,06,08,01,01,00,00,00,00,,,,06.0E.2B.34.01.01.01.02.06.08.01.01.00.00.00.00,,,,,,"Continuity Counts","Defines packet etc. sequences",,,,,,,,,,,,
,Metadata,2,Leaf,5,06,0E,2B,34,01,01,01,2,06,08,01,01,01,00,00,00,,,,06.0E.2B.34.01.01.01.02.06.08.01.01.01.00.00.00,,,,,,"Block Continuity Count","Modulo 65536 count ","Uint 16",,,,,,"2 bytes",,,,"SMPTE 332M",
,Metadata,2,Node,4,06,0E,2B,34,01,01,01,2,06,08,01,02,00,00,00,00,,,,06.0E.2B.34.01.01.01.02.06.08.01.02.00.00.00.00,,,,,,"Stream Positional Relationships","Information to indicate the position of a packet in a stream of packets",,,,,,,,,,,,
,Metadata,2,Leaf,5,06,0E,2B,34,01,01,01,2,06,08,01,02,01,00,00,00,,,,06.0E.2B.34.01.01.01.02.06.08.01.02.01.00.00.00,,,,,,"Stream Position Indicator","Indicator for the position of a packet in a stream of packets","Uint 8",,,,,,"1 byte",,,,"SMPTE 332M",
,Metadata,4,Leaf,6,06,0E,2B,34,01,01,01,4,6,8,1,2,1,1,0,0,,,,06.0E.2B.34.01.01.01.04.06.08.01.02.01.01.00.00,,,,,,"Stream Position Indicator","Indicator for the position of a packet in a stream of packets",Uint16,,,,,,"2 bytes",,,,,
,Metadata,4,Leaf,6,06,0E,2B,34,01,01,01,4,6,8,1,2,1,2,0,0,,,,06.0E.2B.34.01.01.01.04.06.08.01.02.01.02.00.00,,,,,,"Stream Position Indicator","Indicator for the position of a packet in a stream of packets",Uint32,,,,,,"4 bytes",,,,,
,Metadata,4,Leaf,6,06,0E,2B,34,01,01,01,4,6,8,1,2,1,3,0,0,,,,06.0E.2B.34.01.01.01.04.06.08.01.02.01.03.00.00,,,,,,"Stream Position Indicator","Indicator for the position of a packet in a stream of packets",Uint64,,,,,,"8 bytes",,,,,
,Metadata,1,Node,3,06,0E,2B,34,01,01,01,1,06,08,02,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.06.08.02.00.00.00.00.00,,,,,,"Storage Relationships","Relationships between data in persistent storage",,,,,,,,,,,,
,Metadata,1,Leaf,4,06,0E,2B,34,01,01,01,1,06,08,02,01,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.06.08.02.01.00.00.00.00,,,,,,"Contiguous Data","Specifies if the data is stored in contiguous bytes (False=0)",Boolean,,,,,,"1 byte",00h=FALSE,,,,
,Metadata,2,Node,4,06,0E,2B,34,01,01,01,2,06,08,02,02,00,00,00,00,,,,06.0E.2B.34.01.01.01.02.06.08.02.02.00.00.00.00,,,,,,"Storage Offsets","Memory offset between current location and desired location",,,,,,,,,,,,
,Metadata,4,Leaf,5,06,0E,2B,34,01,01,01,4,6,8,2,2,1,0,0,0,,,,06.0E.2B.34.01.01.01.04.06.08.02.02.01.00.00.00,,,,,,"Offset to Metadata","Offset between current location and metadata",Int32,,,,,,"4 bytes",,,,,
,Metadata,4,Leaf,6,06,0E,2B,34,01,01,01,4,6,8,2,2,1,1,0,0,,,,06.0E.2B.34.01.01.01.04.06.08.02.02.01.01.00.00,,,,,,"Offset to Metadata","Offset between current location and metadata",Int64,,,,,,"8 bytes",,,,,
,Metadata,4,Leaf,5,06,0E,2B,34,01,01,01,4,6,8,2,2,2,0,0,0,,,,06.0E.2B.34.01.01.01.04.06.08.02.02.02.00.00.00,,,,,,"Offset to Index Table","Offset between current location and metadata",Int32,,,,,,"4 bytes",,,,,
,Metadata,4,Leaf,6,06,0E,2B,34,01,01,01,4,6,8,2,2,2,1,0,0,,,,06.0E.2B.34.01.01.01.04.06.08.02.02.02.01.00.00,,,,,,"Offset to Index Table","Offset between current location and metadata",Int64,,,,,,"8 bytes",,,,,
,Metadata,4,Node,2,06,0E,2B,34,01,01,01,4,6,9,0,0,0,0,0,0,,,,06.0E.2B.34.01.01.01.04.06.09.00.00.00.00.00.00,,,,,,"Data Relationships","Generic Relationships between data",,,,,,,,,,,,
,Metadata,4,Node,3,06,0E,2B,34,01,01,01,4,6,9,2,0,0,0,0,0,,,,06.0E.2B.34.01.01.01.04.06.09.02.00.00.00.00.00,,,,,,"Local Data Relationships","Generic Relationships between data",,,,,,,,,,,,
,Metadata,4,Node,4,06,0E,2B,34,01,01,01,4,6,9,2,1,0,0,0,0,,,,06.0E.2B.34.01.01.01.04.06.09.02.01.00.00.00.00,,,,,,"Data Offsets","Generic Data Offsets",,,,,,,,,,,,
,Metadata,4,Leaf,5,06,0E,2B,34,01,01,01,4,6,9,2,1,1,0,0,0,,,,06.0E.2B.34.01.01.01.04.06.09.02.01.01.00.00.00,,,,,,ByteOffset,"Byte offset from start of file  (byte 0)to 1st byte of partition pack key",UInt64,,,,,,"8 bytes",,,,,
,Metadata,4,Leaf,5,06,0E,2B,34,01,01,01,4,6,9,2,1,2,0,0,0,,,,06.0E.2B.34.01.01.01.04.06.09.02.01.02.00.00.00,,,,,,"Reverse Play","The value as defined in SMPTE 389M. This value shall only be used in the First Content Package Element and, where present, should be the first item.",UInt64,,,,,,"8 bytes",,,,SMPTE394M,
,Metadata,9,Leaf,5,06,0E,2B,34,01,01,01,9,6,9,2,1,3,0,0,0,,,,06.0E.2B.34.01.01.01.09.06.09.02.01.03.00.00.00,,,,,,"Plaintext Offset","The position within an encrypted value at which plaintext ends and ciphertext begins",UInt64,,,,,,"8 bytes",,,,"SMPTE 429.6",
,Metadata,1,Node,2,06,0E,2B,34,01,01,01,1,06,10,00,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.06.10.00.00.00.00.00.00,,,,,,"Numerical sequence","information about numerical sequences",,,,,,,,,,,,
,Metadata,1,Leaf,3,06,0E,2B,34,01,01,01,1,06,10,01,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.06.10.01.00.00.00.00.00,,,,,,"Numerical position in sequence","1, 2, 3 etc",UInt32,,,,,,"4 bytes",,,,,
,Metadata,1,Leaf,3,06,0E,2B,34,01,01,01,1,06,10,02,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.06.10.02.00.00.00.00.00,,,,,,"Relative position in sequence (value)","Numerical offset",Int32,,,,,,"4 bytes",,,,,
,Metadata,1,Leaf,3,06,0E,2B,34,01,01,01,1,06,10,03,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.06.10.03.00.00.00.00.00,,,,,,"Relative position in sequence (descriptive)","Specifies relative Position in Sequence (previous, next etc)","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 bytes max",,,,,
,Metadata,5,Leaf,3,06,0E,2B,34,01,01,01,5,06,10,4,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.05.06.10.04.00.00.00.00.00,,,,,,"Total Number in the Sequence","Total number of groups, items, series etc in a sequence",UInt32,,,,,,"4 bytes",,,,,
,Metadata,9,Leaf,3,06,0E,2B,34,01,01,01,9,06,10,5,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.09.06.10.05.00.00.00.00.00,,,,,,"Triplet Sequence Number","Ordinal number of an encrypted triplet in a sequence",UInt64,,,,,,"8 bytes",,,,"SMPTE 429.6",
,Metadata,4,Node,3,06,0E,2B,34,01,01,01,4,6,10,10,0,0,0,0,0,,,,06.0E.2B.34.01.01.01.04.06.10.10.00.00.00.00.00,,,,,,"Relative numerical sequences","Sequence numbers of related items",,,,,,,,,,,,
,Metadata,4,Leaf,4,06,0E,2B,34,01,01,01,4,6,10,10,1,0,0,0,0,,,,06.0E.2B.34.01.01.01.04.06.10.10.01.00.00.00.00,,,,,,"First number in sequence","The first number in a sequence",UInt32,,,,,,"4 bytes",,,,,
,Metadata,4,Leaf,5,06,0E,2B,34,01,01,01,4,6,10,10,1,1,0,0,0,,,,06.0E.2B.34.01.01.01.04.06.10.10.01.01.00.00.00,,,,,,"First number in sequence","The first number in a sequence",UInt64,,,,,,"8 bytes",,,,,
,Metadata,4,Leaf,4,06,0E,2B,34,01,01,01,4,6,10,10,2,0,0,0,0,,,,06.0E.2B.34.01.01.01.04.06.10.10.02.00.00.00.00,,,,,,"Previous number in sequence","The previous number in a sequence",UInt32,,,,,,"4 bytes",,,,,
,Metadata,4,Leaf,5,06,0E,2B,34,01,01,01,4,6,10,10,2,1,0,0,0,,,,06.0E.2B.34.01.01.01.04.06.10.10.02.01.00.00.00,,,,,,"Previous number in sequence","The previous number in a sequence",UInt64,,,,,,"8 bytes",,,,,
,Metadata,4,Leaf,4,06,0E,2B,34,01,01,01,4,6,10,10,3,0,0,0,0,,,,06.0E.2B.34.01.01.01.04.06.10.10.03.00.00.00.00,,,,,,"Current number in sequence","The current number in a sequence",UInt32,,,,,,"4 bytes",,,,,
,Metadata,4,Leaf,5,06,0E,2B,34,01,01,01,4,6,10,10,3,1,0,0,0,,,,06.0E.2B.34.01.01.01.04.06.10.10.03.01.00.00.00,,,,,,"Current number in sequence","The current number in a sequence",UInt64,,,,,,"8 bytes",,,,,
,Metadata,4,Leaf,4,06,0E,2B,34,01,01,01,4,6,10,10,4,0,0,0,0,,,,06.0E.2B.34.01.01.01.04.06.10.10.04.00.00.00.00,,,,,,"Next number in sequence","The next number in a sequence",UInt32,,,,,,"4 bytes",,,,,
,Metadata,4,Leaf,5,06,0E,2B,34,01,01,01,4,6,10,10,4,1,0,0,0,,,,06.0E.2B.34.01.01.01.04.06.10.10.04.01.00.00.00,,,,,,"Next number in sequence","The next number in a sequence",UInt64,,,,,,"8 bytes",,,,,
,Metadata,4,Leaf,4,06,0E,2B,34,01,01,01,4,6,10,10,5,0,0,0,0,,,,06.0E.2B.34.01.01.01.04.06.10.10.05.00.00.00.00,,,,,,"Last number in sequence","The last number in a sequence",UInt32,,,,,,"4 bytes",,,,,
,Metadata,4,Leaf,5,06,0E,2B,34,01,01,01,4,6,10,10,5,1,0,0,0,,,,06.0E.2B.34.01.01.01.04.06.10.10.05.01.00.00.00,,,,,,"Last number in sequence","The last number in a sequence",UInt64,,,,,,"8 bytes",,,,,
,Metadata,1,Node,1,06,0E,2B,34,01,01,01,1,07,00,00,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.07.00.00.00.00.00.00.00,,,,,,SPATIO-TEMPORAL,"Class 7 is reserved for information about space and time",,,,,,,,,,,,
,Metadata,1,Node,2,06,0E,2B,34,01,01,01,1,07,01,00,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.07.01.00.00.00.00.00.00,,,,,,"Position and Space Vectors","Information about position in space and associated vectors (if any)",,,,,,,,,,,,
,Metadata,1,Node,3,06,0E,2B,34,01,01,01,1,07,01,01,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.07.01.01.00.00.00.00.00,,,,,,"Positional System Information","Information about absolute system in use",,,,,,,,,,,,
,Metadata,1,Leaf,4,06,0E,2B,34,01,01,01,1,07,01,01,01,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.07.01.01.01.00.00.00.00,,,,,,"Image Coordinate System","Identifies the Digital Geographic Information Exchange Standard (DIGEST) geo-referenced coordinate system used at image capture.","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"4 bytes max",,,,"DIGEST V2.1 (Part3 Section 6.4)",
,Metadata,1,Leaf,4,06,0E,2B,34,01,01,01,1,07,01,01,02,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.07.01.01.02.00.00.00.00,,,,,,"Map Datum Used","Identifies the Digital Geographic Information Exchange Standard (DIGEST) map datum used to derive the  coordinates (UTM or GEO).","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"4 bytes max",,,,"DIGEST V2.1 (Part3 Section 6.2)",
,Metadata,3,Leaf,4,06,0E,2B,34,01,01,01,3,7,1,1,3,0,0,0,0,,,,06.0E.2B.34.01.01.01.03.07.01.01.03.00.00.00.00,,,,,,"Horizontal Datum","Identifies the Digital Geographic Information Exchange Standard (DIGEST) map datum used to derive the  coordinates (UTM or GEO).","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"4 bytes max",,,,"DIGEST V2.1 (Part3 Section 6.2)",
,Metadata,3,Leaf,4,06,0E,2B,34,01,01,01,3,7,1,1,4,0,0,0,0,,,,06.0E.2B.34.01.01.01.03.07.01.01.04.00.00.00.00,,,,,,"Vertical Datum","Identifies the Digital Geographic Information Exchange Standard (DIGEST) map datum used to derive the  coordinates (UTM or GEO).","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"4 bytes max",,,,"DIGEST V2.1 (Part3 Section 6.2)",
,Metadata,1,Node,3,06,0E,2B,34,01,01,01,1,07,01,02,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.07.01.02.00.00.00.00.00,,,,,,"Positional Information","Information about absolute and relative position in space",,,,,,,,,,,,
,Metadata,1,Node,4,06,0E,2B,34,01,01,01,1,07,01,02,01,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.07.01.02.01.00.00.00.00,,,,,,"Absolute Position","Absolute positional information",,,,,,,,,,,,
,Metadata,1,Node,5,06,0E,2B,34,01,01,01,1,07,01,02,01,01,00,00,00,,,,06.0E.2B.34.01.01.01.01.07.01.02.01.01.00.00.00,,,,,,"Local Datum Absolute Position","The absolute position of a local datum",,,,,,,,,,,,
,Metadata,1,Leaf,6,06,0E,2B,34,01,01,01,1,07,01,02,01,01,01,00,00,,,,06.0E.2B.34.01.01.01.01.07.01.02.01.01.01.00.00,,,,,,"Local Datum Absolute Position Accuracy","The accuracy with which the measurement of absolute position of the local datum is made, (default metres)","Floating Point",,,,,,"4 bytes",,,,,
,Metadata,1,Node,5,06,0E,2B,34,01,01,01,1,07,01,02,01,02,00,00,00,,,,06.0E.2B.34.01.01.01.01.07.01.02.01.02.00.00.00,,,,,,"Device Absolute Position","The absolute position of the essence-capturing device",,,,,,,,,,,,
,Metadata,1,Leaf,6,06,0E,2B,34,01,01,01,1,07,01,02,01,02,01,00,00,,,,06.0E.2B.34.01.01.01.01.07.01.02.01.02.01.00.00,,,,,,"Device Absolute Positional Accuracy","Accuracy of frame center coordinates as a Circular Error Probable (CEP) (50%), (default metres)","Floating Point",,,,,,"4 bytes",,,,,
,Metadata,1,Leaf,6,06,0E,2B,34,01,01,01,1,07,01,02,01,02,02,00,00,,,,06.0E.2B.34.01.01.01.01.07.01.02.01.02.02.00.00,,,,,,"Device Altitude","Altitude of sensor as measured from Mean Sea Level (MSL),  (default metres)","Floating Point",,,,,,"4 bytes",,,,,
,Metadata,1,Leaf,7,06,0E,2B,34,01,01,01,1,07,01,02,01,02,02,01,00,,,,06.0E.2B.34.01.01.01.01.07.01.02.01.02.02.01.00,,,,,,"Device Altitude (concise)","Altitude of sensor as measured from Mean Sea Level (MSL),  (default metres)",Binary,,,,,,"4 bytes","As per SMPTE 330M (UMID)",,,"SMPTE 330M",
,Metadata,1,Leaf,6,06,0E,2B,34,01,01,01,1,07,01,02,01,02,04,00,00,,,,06.0E.2B.34.01.01.01.01.07.01.02.01.02.04.00.00,,,,,,"Device Latitude","Specifies a sensor's geographic location in decimal degrees of latitude.  Positive values indicate northern hemisphere; negative values indicate southern hemisphere.","Floating Point",,,,,,"4 bytes",,,,,
,Metadata,1,Leaf,7,06,0E,2B,34,01,01,01,1,07,01,02,01,02,04,01,00,,,,06.0E.2B.34.01.01.01.01.07.01.02.01.02.04.01.00,,,,,,"Device Latitude (degrees, concise)","Specifies a sensor's geographic location in decimal degrees of latitude.  Positive values indicate northern hemisphere; negative values indicate southern hemisphere.",Binary,,,,,,"4 bytes","As per SMPTE 330M (UMID)",,,"SMPTE 330M",
,Metadata,3,Leaf,7,06,0E,2B,34,01,01,01,3,7,1,2,1,2,4,2,0,,,,06.0E.2B.34.01.01.01.03.07.01.02.01.02.04.02.00,,,,,,"Device Latitude","Specifies a sensor's geographic location in decimal degrees of latitude.  ","Floating Point",,,,,,"8 bytes",,,,,"Format is signed decimal degrees latitude where positive (+) is northern hemisphere and negative (-) is southern hemisphere."
,Metadata,1,Leaf,6,06,0E,2B,34,01,01,01,1,07,01,02,01,02,06,00,00,,,,06.0E.2B.34.01.01.01.01.07.01.02.01.02.06.00.00,,,,,,"Device Longitude","Specifies a sensor's geographic location in decimal degrees of longitude.  Positive values indicate eastern hemisphere, negative values indicate western hemisphere.","Floating Point",,,,,,"4 bytes",,,,,
,Metadata,1,Leaf,7,06,0E,2B,34,01,01,01,1,07,01,02,01,02,06,01,00,,,,06.0E.2B.34.01.01.01.01.07.01.02.01.02.06.01.00,,,,,,"Device Longitude (degrees, concise)","Specifies a sensor's geographic location in decimal degrees of longitude.  Positive values indicate eastern hemisphere, negative values indicate western hemisphere.",Binary,,,,,,"4 bytes","As per SMPTE 330M (UMID)",,,"SMPTE 330M",
,Metadata,3,Leaf,7,06,0E,2B,34,01,01,01,3,7,1,2,1,2,6,2,0,,,,06.0E.2B.34.01.01.01.03.07.01.02.01.02.06.02.00,,,,,,"Device Longitude","Specifies a sensor's geographic location in decimal degrees of longitude. ","Floating Point",,,,,,"8 bytes",,,,,"Format is signed decimal degrees longitude where positive (+) is eastern hemisphere and negative (-) is western hemisphere."
,Metadata,1,Leaf,6,06,0E,2B,34,01,01,01,1,07,01,02,01,02,10,00,00,,,,06.0E.2B.34.01.01.01.01.07.01.02.01.02.10.00.00,,,,,,"Device X Dimension","Specifies the sensor location along the x-axis in Earth Centered, Earth Fixed (ECEF) Cartesian coordinates,  (default metres)","Floating Point",,,,,,"4 bytes",,,,,
,Metadata,1,Leaf,6,06,0E,2B,34,01,01,01,1,07,01,02,01,02,11,00,00,,,,06.0E.2B.34.01.01.01.01.07.01.02.01.02.11.00.00,,,,,,"Device Y Dimension","Specifies the sensor location along the y-axis in Earth Centered, Earth Fixed (ECEF) Cartesian coordinates,  (default metres)","Floating Point",,,,,,"4 bytes",,,,,
,Metadata,7,Leaf,6,06,0E,2B,34,01,01,01,7,07,01,02,01,02,30,00,00,,,,06.0E.2B.34.01.01.01.07.07.01.02.01.02.30.00.00,,,,,,"NMEA-0183 GPS Document Text","National Marine Electronics Association (NMEA) text document complying with the NMEA-0183 Interface Standard when used to describe GPS positional information.","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,variable,,,,NMEA-0183,"National Marine Electronics Association Standard NMEA-0183"
,Metadata,1,Node,5,06,0E,2B,34,01,01,01,1,07,01,02,01,03,00,00,00,,,,06.0E.2B.34.01.01.01.01.07.01.02.01.03.00.00.00,,,,,,"Subject Absolute Position","The absolute position of the subject depicted in the essence",,,,,,,,,,,,
,Metadata,1,Leaf,6,06,0E,2B,34,01,01,01,1,07,01,02,01,03,01,00,00,,,,06.0E.2B.34.01.01.01.01.07.01.02.01.03.01.00.00,,,,,,"Frame Positional Accuracy","Accuracy of frame center coordinates as a Circular Error Probable (CEP) (50%),  (default metres)","Floating Point",,,,,,"4 bytes",,,,,
,Metadata,1,Leaf,6,06,0E,2B,34,01,01,01,1,07,01,02,01,03,02,00,00,,,,06.0E.2B.34.01.01.01.01.07.01.02.01.03.02.00.00,,,,,,"Frame Center Latitude","Specifies the video frame center point geographic location in decimal degrees of latitude.  Positive values indicate northern hemisphere; negative values indicate southern hemisphere.","Floating Point",,,,,,"8 bytes",,,,,
,Metadata,3,Leaf,7,06,0E,2B,34,01,01,01,3,7,1,2,1,3,2,2,0,,,,06.0E.2B.34.01.01.01.03.07.01.02.01.03.02.02.00,,,,,,"Frame Center Latitude","Specifies the video frame center point geographic location in decimal degrees of latitude.  ","Floating Point",,,,,,"8 bytes",,,,,"Format is signed decimal degrees latitude where positive (+) is northern hemisphere and negative (-) is southern hemisphere."
,Metadata,1,Leaf,6,06,0E,2B,34,01,01,01,1,07,01,02,01,03,03,00,00,,,,06.0E.2B.34.01.01.01.01.07.01.02.01.03.03.00.00,,,,,,"Frame Center Latitude (degrees, concise)","Specifies the video frame center point geographic location in decimal degrees of latitude.  Positive values indicate northern hemisphere; negative values indicate southern hemisphere.",Binary,,,,,,"4 bytes","As per SMPTE 330M (UMID)",,,"SMPTE 330M",
,Metadata,1,Leaf,6,06,0E,2B,34,01,01,01,1,07,01,02,01,03,04,00,00,,,,06.0E.2B.34.01.01.01.01.07.01.02.01.03.04.00.00,,,,,,"Frame Center Longitude","Specifies the video frame center point geographic location in decimal degrees of longitude.  Positive values indicate eastern hemisphere; negative values indicate western hemisphere.","Floating Point",,,,,,"8 bytes",,,,,
,Metadata,3,Leaf,7,06,0E,2B,34,01,01,01,3,7,1,2,1,3,4,2,0,,,,06.0E.2B.34.01.01.01.03.07.01.02.01.03.04.02.00,,,,,,"Frame Center Longitude","Specifies the video frame center point geographic location in decimal degrees of longitude.  ","Floating Point",,,,,,"8 bytes",,,,,"Format is signed decimal degrees longitude where positive (+) is eastern hemisphere and negative (-) is western hemisphere."
,Metadata,1,Leaf,6,06,0E,2B,34,01,01,01,1,07,01,02,01,03,05,00,00,,,,06.0E.2B.34.01.01.01.01.07.01.02.01.03.05.00.00,,,,,,"Frame Center Longitude (degrees, concise)","Specifies the video frame center point geographic location in decimal degrees of longitude.  Positive values indicate eastern hemisphere; negative values indicate western hemisphere.",Binary,,,,,,"4 bytes","As per SMPTE 330M (UMID)",,,"SMPTE 330M",
